,accommodates,price
4052,4,200.0
4053,2,125.0
4054,2,85.0
4055,5,150.0
4056,2,100.0
4057,2,95.0
4058,4,290.0
4059,4,158.0
4060,2,102.0
4061,4,200.0
4062,4,162.0
4063,2,105.0
4064,4,300.0
4065,6,295.0
4066,2,140.0
4067,2,47.0
4068,2,175.0
4069,1,34.0
4070,2,80.0
4071,2,140.0
4072,2,70.0
4073,6,125.0
4074,4,120.0
4075,2,80.0
4076,2,99.0
4077,2,94.0
4078,4,150.0
4079,2,70.0
4080,4,146.0
4081,4,130.0
4082,4,168.0
4083,3,225.0
4084,2,129.0
4085,5,139.0
4086,4,211.0
4087,4,120.0
4088,2,98.0
4089,2,115.0
4090,2,114.0
4091,2,175.0
4092,2,79.0
4093,3,115.0
4094,4,249.0
4095,4,150.0
4096,2,140.0
4097,4,130.0
4098,2,125.0
4099,4,119.0
4100,2,74.0
4101,2,160.0
4102,4,90.0
4103,4,120.0
4104,5,155.0
4105,2,107.0
4106,4,95.0
4107,3,120.0
4108,2,108.0
4109,2,140.0
4110,2,67.0
4111,6,289.0
4112,4,200.0
4113,2,110.0
4114,4,300.0
4115,4,90.0
4116,2,175.0
4117,3,90.0
4118,2,57.0
4119,4,149.0
4120,3,145.0
4121,2,90.0
4122,5,279.0
4123,2,54.0
4124,2,150.0
4125,2,180.0
4126,2,180.0
4127,4,245.0
4128,2,129.0
4129,4,150.0
4130,4,295.0
4131,4,245.0
4132,2,125.0
4133,2,90.0
4134,4,250.0
4135,4,135.0
4136,4,100.0
4137,1,77.0
4138,3,150.0
4139,4,111.0
4140,4,78.0
4141,2,200.0
4142,2,119.0
4143,2,210.0
4144,2,91.0
4145,6,325.0
4146,2,180.0
4147,2,100.0
4148,2,110.0
4149,2,105.0
4150,4,500.0
4151,6,350.0
4152,4,165.0
4153,4,350.0
4154,2,140.0
4155,4,210.0
4156,2,159.0
4157,4,155.0
4158,6,499.0
4159,4,109.0
4160,3,100.0
4161,2,90.0
4162,2,80.0
4163,4,120.0
4164,4,120.0
4165,2,125.0
4166,2,180.0
4167,5,350.0
4168,2,95.0
4169,4,200.0
4170,2,100.0
4171,4,300.0
4172,4,160.0
4173,2,179.0
4174,2,150.0
4175,2,80.0
4176,2,120.0
4177,4,175.0
4178,4,160.0
4179,2,90.0
4180,2,100.0
4181,16,398.0
4182,2,60.0
4183,6,250.0
4184,2,65.0
4185,4,290.0
4186,3,130.0
4187,2,80.0
4188,2,79.0
4189,2,100.0
4190,2,120.0
4191,2,900.0
4192,2,60.0
4193,2,110.0
4194,4,150.0
4195,4,129.0
4196,2,95.0
4197,4,235.0
4198,2,100.0
4199,4,450.0
4200,3,150.0
4201,2,125.0
4202,4,195.0
4203,3,125.0
4204,2,145.0
4205,2,115.0
4206,8,250.0
4207,2,129.0
4208,6,109.0
4209,2,120.0
4210,2,79.0
4211,2,80.0
4212,4,160.0
4213,4,75.0
4214,4,195.0
4215,2,70.0
4216,2,125.0
4217,3,100.0
4218,2,180.0
4219,4,90.0
4220,2,70.0
4221,2,135.0
4222,4,500.0
4223,2,99.0
4224,2,80.0
4225,2,99.0
4226,4,120.0
4227,2,140.0
4228,2,95.0
4229,4,325.0
4230,6,300.0
4231,4,215.0
4232,2,100.0
4233,4,140.0
4234,3,200.0
4235,2,75.0
4236,2,95.0
4237,2,55.0
4238,1,60.0
4239,2,120.0
4240,6,180.0
4241,4,69.0
4242,2,110.0
4243,2,190.0
4244,4,111.0
4245,4,111.0
4246,4,225.0
4247,4,85.0
4248,4,165.0
4249,2,60.0
4250,2,120.0
4251,4,220.0
4252,6,280.0
4253,3,175.0
4254,2,75.0
4255,4,180.0
4256,4,115.0
4257,2,98.0
4258,4,150.0
4259,2,73.0
4260,2,79.0
4261,4,151.0
4262,2,110.0
4263,4,120.0
4264,4,135.0
4265,4,93.0
4266,2,89.0
4267,2,125.0
4268,3,175.0
4269,5,100.0
4270,3,150.0
4271,4,125.0
4272,2,110.0
4273,4,180.0
4274,4,275.0
4275,4,180.0
4276,4,350.0
4277,2,399.0
4278,2,95.0
4279,3,225.0
4280,4,107.0
4281,2,150.0
4282,4,160.0
4283,4,210.0
4284,4,170.0
4285,2,150.0
4286,2,124.0
4287,2,99.0
4288,4,165.0
4289,2,110.0
4290,3,175.0
4291,2,120.0
4292,4,175.0
4293,5,100.0
4294,4,200.0
4295,2,145.0
4296,2,110.0
4297,4,229.0
4298,4,130.0
4299,4,95.0
4300,4,150.0
4301,4,149.0
4302,2,150.0
4303,2,50.0
4304,4,140.0
4305,2,80.0
4306,4,165.0
4307,4,65.0
4308,2,130.0
4309,2,111.0
4310,4,500.0
4311,2,150.0
4312,2,50.0
4313,4,135.0
4314,4,150.0
4315,4,150.0
4316,4,50.0
4317,3,475.0
4318,4,300.0
4319,3,99.0
4320,4,250.0
4321,2,70.0
4322,2,120.0
4323,2,130.0
4324,4,74.0
4325,3,168.0
4326,4,220.0
4327,3,110.0
4328,4,250.0
4329,2,110.0
4330,4,195.0
4331,2,74.0
4332,2,110.0
4333,6,150.0
4334,2,110.0
4335,4,90.0
4336,2,100.0
4337,4,200.0
4338,5,140.0
4339,2,140.0
4340,3,85.0
4341,4,190.0
4342,2,129.0
4343,2,125.0
4344,2,59.0
4345,3,125.0
4346,3,139.0
4347,2,130.0
4348,2,100.0
4349,4,111.0
4350,2,59.0
4351,4,149.0
4352,2,180.0
4353,5,125.0
4354,2,100.0
4355,2,100.0
4356,3,180.0
4357,2,99.0
4358,4,170.0
4359,3,129.0
4360,1,65.0
4361,2,125.0
4362,2,75.0
4363,2,115.0
4364,2,65.0
4365,2,125.0
4366,2,105.0
4367,2,94.0
4368,2,75.0
4369,4,120.0
4370,2,100.0
4371,2,95.0
4372,2,79.0
4373,4,139.0
4374,4,200.0
4375,2,125.0
4376,4,65.0
4377,2,90.0
4378,2,85.0
4379,2,120.0
4380,2,150.0
4381,2,145.0
4382,2,130.0
4383,2,79.0
4384,4,260.0
4385,2,187.0
4386,4,325.0
4387,2,100.0
4388,8,550.0
4389,2,55.0
4390,3,225.0
4391,2,70.0
4392,2,199.0
4393,2,225.0
4394,2,250.0
4395,2,99.0
4396,2,83.0
4397,2,60.0
4398,4,160.0
4399,2,125.0
4400,2,80.0
4401,4,319.0
4402,2,100.0
4403,2,110.0
4404,2,99.0
4405,2,95.0
4406,4,250.0
4407,3,159.0
4408,2,65.0
4409,2,90.0
4410,4,190.0
4411,2,80.0
4412,2,100.0
4413,2,55.0
4414,4,650.0
4415,2,100.0
4416,2,97.0
4417,2,54.0
4418,2,190.0
4419,5,120.0
4420,4,210.0
4421,2,180.0
4422,2,75.0
4423,2,59.0
4424,4,300.0
4425,2,95.0
4426,4,165.0
4427,2,78.0
4428,2,105.0
4429,6,300.0
4430,4,280.0
4431,4,120.0
4432,4,160.0
4433,4,259.0
4434,2,82.0
4435,2,120.0
4436,2,85.0
4437,2,70.0
4438,2,150.0
4439,2,250.0
4440,2,130.0
4441,6,200.0
4442,3,129.0
4443,4,125.0
4444,2,85.0
4445,2,69.0
4446,2,139.0
4447,2,198.0
4448,2,175.0
4449,4,295.0
4450,2,95.0
4451,4,99.0
4452,6,450.0
4453,2,50.0
4454,2,155.0
4455,3,140.0
4456,2,95.0
4457,4,300.0
4458,2,65.0
4459,2,129.0
4460,2,189.0
4461,2,99.0
4462,2,50.0
4463,4,350.0
4464,5,200.0
4465,2,90.0
4466,4,235.0
4467,2,155.0
4468,2,155.0
4469,2,60.0
4470,4,250.0
4471,4,199.0
4472,4,100.0
4473,4,162.0
4474,2,155.0
4475,2,80.0
4476,6,210.0
4477,2,109.0
4478,3,160.0
4479,4,127.0
4480,4,195.0
4481,4,89.0
4482,2,82.0
4483,4,200.0
4484,2,100.0
4485,1,85.0
4486,2,85.0
4487,2,125.0
4488,2,125.0
4489,3,110.0
4490,2,60.0
4491,4,150.0
4492,3,90.0
4493,2,80.0
4494,4,200.0
4495,2,50.0
4496,3,160.0
4497,4,144.0
4498,2,110.0
4499,4,110.0
4500,3,107.0
4501,3,250.0
4502,2,110.0
4503,3,110.0
4504,4,145.0
4505,2,85.0
4506,3,190.0
4507,2,80.0
4508,2,100.0
4509,2,95.0
4510,2,50.0
4511,2,75.0
4512,4,300.0
4513,4,107.0
4514,2,58.0
4515,4,150.0
4516,2,70.0
4517,4,135.0
4518,3,125.0
4519,2,100.0
4520,2,300.0
4521,3,90.0
4522,2,130.0
4523,2,120.0
4524,2,89.0
4525,4,195.0
4526,5,118.0
4527,2,175.0
4528,2,139.0
4529,2,95.0
4530,2,110.0
4531,2,100.0
4532,4,121.0
4533,5,389.0
4534,2,82.0
4535,4,149.0
4536,2,85.0
4537,1,27.0
4538,3,90.0
4539,3,99.0
4540,7,280.0
4541,4,130.0
4542,2,80.0
4543,2,99.0
4544,2,120.0
4545,4,165.0
4546,2,80.0
4547,4,160.0
4548,3,120.0
4549,2,99.0
4550,2,120.0
4551,2,100.0
4552,2,130.0
4553,2,99.0
4554,2,87.0
4555,4,249.0
4556,2,140.0
4557,4,495.0
4558,2,95.0
4559,3,99.0
4560,3,170.0
4561,2,175.0
4562,2,100.0
4563,4,165.0
4564,2,125.0
4565,2,75.0
4566,4,120.0
4567,2,95.0
4568,2,70.0
4569,2,100.0
4570,2,71.0
4571,2,100.0
4572,2,165.0
4573,2,100.0
4574,3,149.0
4575,2,175.0
4576,2,175.0
4577,4,180.0
4578,2,99.0
4579,2,65.0
4580,4,250.0
4581,2,148.0
4582,4,100.0
4583,4,125.0
4584,2,80.0
4585,2,100.0
4586,2,115.0
4587,2,90.0
4588,2,100.0
4589,2,200.0
4590,5,140.0
4591,2,100.0
4592,2,87.0
4593,2,79.0
4594,4,100.0
4595,2,125.0
4596,2,125.0
4597,2,95.0
4598,2,200.0
4599,2,75.0
4600,2,90.0
4601,2,150.0
4602,2,95.0
4603,2,75.0
4604,1,40.0
4605,2,140.0
4606,2,100.0
4607,4,180.0
4608,4,130.0
4609,4,150.0
4610,4,125.0
4611,2,84.0
4612,2,165.0
4613,2,110.0
4614,2,127.0
4615,4,195.0
4616,2,95.0
4617,2,58.0
4618,2,69.0
4619,2,85.0
4620,4,450.0
4621,3,195.0
4622,1,70.0
4623,4,185.0
4624,4,129.0
4625,3,140.0
4626,2,80.0
4627,2,89.0
4628,2,79.0
4629,2,100.0
4630,4,180.0
4631,2,165.0
4632,4,150.0
4633,4,200.0
4634,1,28.0
4635,1,49.0
4636,2,99.0
4637,4,315.0
4638,2,120.0
4639,3,130.0
4640,2,80.0
4641,4,129.0
4642,2,70.0
4643,4,250.0
4644,4,250.0
4645,2,90.0
4646,2,110.0
4647,4,220.0
4648,2,100.0
4649,4,160.0
4650,2,110.0
4651,2,115.0
4652,4,120.0
4653,4,105.0
4654,2,40.0
4655,2,225.0
4656,2,110.0
4657,2,100.0
4658,2,120.0
4659,4,99.0
4660,2,100.0
4661,2,99.0
4662,2,110.0
4663,4,170.0
4664,4,250.0
4665,2,99.0
4666,4,125.0
4667,1,55.0
4668,4,111.0
4669,2,140.0
4670,2,91.0
4671,4,269.0
4672,2,150.0
4673,2,120.0
4674,3,180.0
4675,2,110.0
4676,4,100.0
4677,2,110.0
4678,6,240.0
4679,4,125.0
4680,2,60.0
4681,2,75.0
4682,5,156.0
4683,4,267.0
4684,2,88.0
4685,2,110.0
4686,4,220.0
4687,4,184.0
4688,3,170.0
4689,2,95.0
4690,4,170.0
4691,4,150.0
4692,2,95.0
4693,1,50.0
4694,4,185.0
4695,2,140.0
4696,2,95.0
4697,2,75.0
4698,2,60.0
4699,4,295.0
4700,2,85.0
4701,4,400.0
4702,2,95.0
4703,2,75.0
4704,2,150.0
4705,2,115.0
4706,2,115.0
4707,2,95.0
4708,2,200.0
4709,2,135.0
4710,2,99.0
4711,2,150.0
4712,4,169.0
4713,4,140.0
4714,4,200.0
4715,2,75.0
4716,4,139.0
4717,4,145.0
4718,2,120.0
4719,3,149.0
4720,4,99.0
4721,2,80.0
4722,3,220.0
4723,2,90.0
4724,2,150.0
4725,2,150.0
4726,4,130.0
4727,3,199.0
4728,3,160.0
4729,2,101.0
4730,4,125.0
4731,2,80.0
4732,4,450.0
4733,2,84.0
4734,2,65.0
4735,2,99.0
4736,4,140.0
4737,4,600.0
4738,2,115.0
4739,2,65.0
4740,3,165.0
4741,2,92.0
4742,4,175.0
4743,4,198.0
4744,2,175.0
4745,2,101.0
4746,4,450.0
4747,4,120.0
4748,2,80.0
4749,2,100.0
4750,4,799.0
4751,2,125.0
4752,2,115.0
4753,4,175.0
4754,2,126.0
4755,2,90.0
4756,2,85.0
4757,2,100.0
4758,4,198.0
4759,4,120.0
4760,1,40.0
4761,2,179.0
4762,3,50.0
4763,2,140.0
4764,2,115.0
4765,2,110.0
4766,2,120.0
4767,4,176.0
4768,2,90.0
4769,7,299.0
4770,3,28.0
4771,2,120.0
4772,6,78.0
4773,4,145.0
4774,4,100.0
4775,2,130.0
4776,2,175.0
4777,2,80.0
4778,2,119.0
4779,2,99.0
4780,3,90.0
4781,4,170.0
4782,2,95.0
4783,4,240.0
4784,2,140.0
4785,2,70.0
4786,2,95.0
4787,2,81.0
4788,2,90.0
4789,2,100.0
4790,4,85.0
4791,4,159.0
4792,2,74.0
4793,2,100.0
4794,2,120.0
4795,2,160.0
4796,3,130.0
4797,2,65.0
4798,2,110.0
4799,2,130.0
4800,3,150.0
4801,2,73.0
4802,2,75.0
4803,4,200.0
4804,2,91.0
4805,2,150.0
4806,2,138.0
4807,4,110.0
4808,2,89.0
4809,2,150.0
4810,4,200.0
4811,2,90.0
4812,2,250.0
4813,2,69.0
4814,2,110.0
4815,4,175.0
4816,2,65.0
4817,2,99.0
4818,2,120.0
4819,2,115.0
4820,2,120.0
4821,2,200.0
4822,2,90.0
4823,2,135.0
4824,2,100.0
4825,2,105.0
4826,4,249.0
4827,4,90.0
4828,12,600.0
4829,2,110.0
4830,4,250.0
4831,2,130.0
4832,4,82.0
4833,2,109.0
4834,4,85.0
4835,2,100.0
4836,4,180.0
4837,2,150.0
4838,2,89.0
4839,2,59.0
4840,2,57.0
4841,2,80.0
4842,2,80.0
4843,4,289.0
4844,2,190.0
4845,4,300.0
4846,3,119.0
4847,2,68.0
4848,2,180.0
4849,2,85.0
4850,4,275.0
4851,2,175.0
4852,2,160.0
4853,4,150.0
4854,2,150.0
4855,4,399.0
4856,2,75.0
4857,4,164.0
4858,4,114.0
4859,2,150.0
4860,4,125.0
4861,2,75.0
4862,4,160.0
4863,2,85.0
4864,4,175.0
4865,2,100.0
4866,6,270.0
4867,2,100.0
4868,2,75.0
4869,4,200.0
4870,6,325.0
4871,4,104.0
4872,2,60.0
4873,4,177.0
4874,2,183.0
4875,4,170.0
4876,2,100.0
4877,3,130.0
4878,2,130.0
4879,3,135.0
4880,2,98.0
4881,4,149.0
4882,2,85.0
4883,2,90.0
4884,2,135.0
4885,3,125.0
4886,4,260.0
4887,2,130.0
4888,4,159.0
4889,2,140.0
4890,2,130.0
4891,2,119.0
4892,4,200.0
4893,2,175.0
4894,2,129.0
4895,4,470.0
4896,3,145.0
4897,2,125.0
4898,2,90.0
4899,2,129.0
4900,3,125.0
4901,2,69.0
4902,2,99.0
4903,4,175.0
4904,4,511.0
4905,2,105.0
4906,2,90.0
4907,3,100.0
4908,2,97.0
4909,2,99.0
4910,2,58.0
4911,2,125.0
4912,6,325.0
4913,2,140.0
4914,2,110.0
4915,2,130.0
4916,4,350.0
4917,2,100.0
4918,4,216.0
4919,2,175.0
4920,2,79.0
4921,2,160.0
4922,2,90.0
4923,2,160.0
4924,2,68.0
4925,2,130.0
4926,3,115.0
4927,2,85.0
4928,4,76.0
4929,2,148.0
4930,2,175.0
4931,2,170.0
4932,2,100.0
4933,3,120.0
4934,2,120.0
4935,4,180.0
4936,2,149.0
4937,2,70.0
4938,3,118.0
4939,5,175.0
4940,2,249.0
4941,2,145.0
4942,2,140.0
4943,2,135.0
4944,2,145.0
4945,2,63.0
4946,4,125.0
4947,3,200.0
4948,2,95.0
4949,2,200.0
4950,2,99.0
4951,2,100.0
4952,4,99.0
4953,4,200.0
4954,2,99.0
4955,3,110.0
4956,2,97.0
4957,2,121.0
4958,4,140.0
4959,2,175.0
4960,2,69.0
4961,2,120.0
4962,2,125.0
4963,2,100.0
4964,2,110.0
4965,4,675.0
4966,4,180.0
4967,2,89.0
4968,2,99.0
4969,2,70.0
4970,8,400.0
4971,2,135.0
4972,2,120.0
4973,2,100.0
4974,2,149.0
4975,4,200.0
4976,2,95.0
4977,4,245.0
4978,2,98.0
4979,2,125.0
4980,2,75.0
4981,2,120.0
4982,2,100.0
4983,8,650.0
4984,1,46.0
4985,4,140.0
4986,2,80.0
4987,3,70.0
4988,2,150.0
4989,2,95.0
4990,2,109.0
4991,2,135.0
4992,2,180.0
4993,4,140.0
4994,2,80.0
4995,2,55.0
4996,2,65.0
4997,2,159.0
4998,2,100.0
4999,2,120.0
5000,2,115.0
5001,4,200.0
5002,2,60.0
5003,4,160.0
5004,3,100.0
5005,4,250.0
5006,2,130.0
5007,2,160.0
5008,2,119.0
5009,4,350.0
5010,6,250.0
5011,2,95.0
5012,3,120.0
5013,2,110.0
5014,2,90.0
5015,4,90.0
5016,2,125.0
5017,3,220.0
5018,1,39.0
5019,2,180.0
5020,8,240.0
5021,3,160.0
5022,2,79.0
5023,5,295.0
5024,2,75.0
5025,2,139.0
5026,2,120.0
5027,2,139.0
5028,2,140.0
5029,4,189.0
5030,3,120.0
5031,4,170.0
5032,4,240.0
5033,3,200.0
5034,4,300.0
5035,2,98.0
5036,2,100.0
5037,4,150.0
5038,2,150.0
5039,2,100.0
5040,2,75.0
5041,2,85.0
5042,3,300.0
5043,2,100.0
5044,2,125.0
5045,4,65.0
5046,4,125.0
5047,2,100.0
5048,2,75.0
5049,2,100.0
5050,16,425.0
5051,4,220.0
5052,8,350.0
5053,3,185.0
5054,2,140.0
5055,6,800.0
5056,4,90.0
5057,2,95.0
5058,3,100.0
5059,2,60.0
5060,4,240.0
5061,2,85.0
5062,2,125.0
5063,3,110.0
5064,2,120.0
5065,2,100.0
5066,2,90.0
5067,2,75.0
5068,4,300.0
5069,2,150.0
5070,4,149.0
5071,2,105.0
5072,4,200.0
5073,4,180.0
5074,2,80.0
5075,4,110.0
5076,2,130.0
5077,4,190.0
5078,2,190.0
5079,2,110.0
5080,2,140.0
5081,4,225.0
5082,2,140.0
5083,2,85.0
5084,2,65.0
5085,2,95.0
5086,4,299.0
5087,6,400.0
5088,1,105.0
5089,2,120.0
5090,3,100.0
5091,2,108.0
5092,3,169.0
5093,3,100.0
5094,2,100.0
5095,5,179.0
5096,2,90.0
5097,2,169.0
5098,4,98.0
5099,2,95.0
5100,2,76.0
5101,2,149.0
5102,2,119.0
5103,2,125.0
5104,2,65.0
5105,2,62.0
5106,2,62.0
5107,2,119.0
5108,2,109.0
5109,2,249.0
5110,3,250.0
5111,4,130.0
5112,2,130.0
5113,4,115.0
5114,6,99.0
5115,4,238.0
5116,1,65.0
5117,4,150.0
5118,2,89.0
5119,2,70.0
5120,8,250.0
5121,4,167.0
5122,2,60.0
5123,4,269.0
5124,2,125.0
5125,4,220.0
5126,2,120.0
5127,5,280.0
5128,4,60.0
5129,2,115.0
5130,1,41.0
5131,2,70.0
5132,2,99.0
5133,2,120.0
5134,2,150.0
5135,4,110.0
5136,2,120.0
5137,2,200.0
5138,2,145.0
5139,5,130.0
5140,2,220.0
5141,2,120.0
5142,2,225.0
5143,4,220.0
5144,4,240.0
5145,2,120.0
5146,2,100.0
5147,2,175.0
5148,2,179.0
5149,4,249.0
5150,2,110.0
5151,2,120.0
5152,2,115.0
5153,2,163.0
5154,2,140.0
5155,2,90.0
5156,2,95.0
5157,4,90.0
5158,2,119.0
5159,2,105.0
5160,3,80.0
5161,2,140.0
5162,2,80.0
5163,2,90.0
5164,2,159.0
5165,4,225.0
5166,2,180.0
5167,2,140.0
5168,4,110.0
5169,2,125.0
5170,2,98.0
5171,2,150.0
5172,2,50.0
5173,2,150.0
5174,2,100.0
5175,1,56.0
5176,2,90.0
5177,2,95.0
5178,4,119.0
5179,2,150.0
5180,4,155.0
5181,4,150.0
5182,2,199.0
5183,2,175.0
5184,2,144.0
5185,2,114.0
5186,3,94.0
5187,4,149.0
5188,2,125.0
5189,2,125.0
5190,2,70.0
5191,2,175.0
5192,3,89.0
5193,4,100.0
5194,2,54.0
5195,4,220.0
5196,4,308.0
5197,2,154.0
5198,5,180.0
5199,2,99.0
5200,2,109.0
5201,4,159.0
5202,2,69.0
5203,2,53.0
5204,2,150.0
5205,4,200.0
5206,2,99.0
5207,4,295.0
5208,2,120.0
5209,2,95.0
5210,2,85.0
5211,4,107.0
5212,4,99.0
5213,2,125.0
5214,2,95.0
5215,5,350.0
5216,4,500.0
5217,2,100.0
5218,4,145.0
5219,4,80.0
5220,3,132.0
5221,2,109.0
5222,2,100.0
5223,2,137.0
5224,2,130.0
5225,4,295.0
5226,3,99.0
5227,4,150.0
5228,2,100.0
5229,4,172.0
5230,2,99.0
5231,2,91.0
5232,4,360.0
5233,2,84.0
5234,1,37.0
5235,2,95.0
5236,2,70.0
5237,2,90.0
5238,2,75.0
5239,4,95.0
5240,2,65.0
5241,2,120.0
5242,2,150.0
5243,2,150.0
5244,4,280.0
5245,3,100.0
5246,2,100.0
5247,4,115.0
5248,2,130.0
5249,2,100.0
5250,4,200.0
5251,2,225.0
5252,2,119.0
5253,2,125.0
5254,2,90.0
5255,2,50.0
5256,2,79.0
5257,4,179.0
5258,3,200.0
5259,2,119.0
5260,2,70.0
5261,4,179.0
5262,2,126.0
5263,6,220.0
5264,4,100.0
5265,4,149.0
5266,2,120.0
5267,4,299.0
5268,4,190.0
5269,4,200.0
5270,2,79.0
5271,2,70.0
5272,2,95.0
5273,2,125.0
5274,2,65.0
5275,2,120.0
5276,2,107.0
5277,2,80.0
5278,2,110.0
5279,4,200.0
5280,3,120.0
5281,2,350.0
5282,4,155.0
5283,4,118.0
5284,2,84.0
5285,2,98.0
5286,4,150.0
5287,2,79.0
5288,2,130.0
5289,2,110.0
5290,4,307.0
5291,6,190.0
5292,3,130.0
5293,4,125.0
5294,2,87.0
5295,4,350.0
5296,4,80.0
5297,4,174.0
5298,4,170.0
5299,4,93.0
5300,2,115.0
5301,2,120.0
5302,3,185.0
5303,3,179.0
5304,2,80.0
5305,2,70.0
5306,4,370.0
5307,2,120.0
5308,2,104.0
5309,2,65.0
5310,2,86.0
5311,2,150.0
5312,3,200.0
5313,3,150.0
5314,2,115.0
5315,4,125.0
5316,2,95.0
5317,2,108.0
5318,2,85.0
5319,4,245.0
5320,2,130.0
5321,2,67.0
5322,2,210.0
5323,4,100.0
5324,3,150.0
5325,2,159.0
5326,3,75.0
5327,2,100.0
5328,2,270.0
5329,2,199.0
5330,2,100.0
5331,2,85.0
5332,2,69.0
5333,2,100.0
5334,8,150.0
5335,4,100.0
5336,4,104.0
5337,2,149.0
5338,2,100.0
5339,3,95.0
5340,2,80.0
5341,2,100.0
5342,4,130.0
5343,4,250.0
5344,2,80.0
5345,4,220.0
5346,1,55.0
5347,4,290.0
5348,2,109.0
5349,4,121.0
5350,2,129.0
5351,1,80.0
5352,4,200.0
5353,2,95.0
5354,2,85.0
5355,3,160.0
5356,4,165.0
5357,4,90.0
5358,2,120.0
5359,2,50.0
5360,4,120.0
5361,4,250.0
5362,2,107.0
5363,1,60.0
5364,2,385.0
5365,2,120.0
5366,2,125.0
5367,4,120.0
5368,1,65.0
5369,4,125.0
5370,4,120.0
5371,2,108.0
5372,4,135.0
5373,2,125.0
5374,2,115.0
5375,2,140.0
5376,2,110.0
5377,2,100.0
5378,4,99.0
5379,4,140.0
5380,2,160.0
5381,4,125.0
5382,2,62.0
5383,6,349.0
5384,2,113.0
5385,4,250.0
5386,3,150.0
5387,2,150.0
5388,5,120.0
5389,2,500.0
5390,3,129.0
5391,4,170.0
5392,2,109.0
5393,2,149.0
5394,2,120.0
5395,4,225.0
5396,2,85.0
5397,2,40.0
5398,4,210.0
5399,2,64.0
5400,4,200.0
5401,4,81.0
5402,3,210.0
5403,2,148.0
5404,4,145.0
5405,2,90.0
5406,3,130.0
5407,2,69.0
5408,2,100.0
5409,4,78.0
5410,4,150.0
5411,4,200.0
5412,2,120.0
5413,4,210.0
5414,2,325.0
5415,1,35.0
5416,2,62.0
5417,4,295.0
5418,2,120.0
5419,2,140.0
5420,2,175.0
5421,4,380.0
5422,2,99.0
5423,4,60.0
5424,2,100.0
5425,2,74.0
5426,2,50.0
5427,4,145.0
5428,3,120.0
5429,4,110.0
5430,1,30.0
5431,2,50.0
5432,2,150.0
5433,2,75.0
5434,4,225.0
5435,4,221.0
5436,2,95.0
5437,4,135.0
5438,8,200.0
5439,2,159.0
5440,2,60.0
5441,2,90.0
5442,2,86.0
5443,4,79.0
5444,2,110.0
5445,4,175.0
5446,2,89.0
5447,4,150.0
5448,2,98.0
5449,4,120.0
5450,3,165.0
5451,3,95.0
5452,2,120.0
5453,4,225.0
5454,2,115.0
5455,2,100.0
5456,2,175.0
5457,2,90.0
5458,3,500.0
5459,4,350.0
5460,2,190.0
5461,2,130.0
5462,2,90.0
5463,4,130.0
5464,2,99.0
5465,2,150.0
5466,2,90.0
5467,2,159.0
5468,2,60.0
5469,4,300.0
5470,3,195.0
5471,2,100.0
5472,4,150.0
5473,4,80.0
5474,4,198.0
5475,4,300.0
5476,4,85.0
5477,4,225.0
5478,2,125.0
5479,2,79.0
5480,4,325.0
5481,2,90.0
5482,3,100.0
5483,4,175.0
5484,1,60.0
5485,2,83.0
5486,2,159.0
5487,4,176.0
5488,3,90.0
5489,2,100.0
5490,6,345.0
5491,2,70.0
5492,2,99.0
5493,2,130.0
5494,2,99.0
5495,2,95.0
5496,2,220.0
5497,4,275.0
5498,2,99.0
5499,4,150.0
5500,2,89.0
5501,4,40.0
5502,2,89.0
5503,4,180.0
5504,2,99.0
5505,2,90.0
5506,4,125.0
5507,2,100.0
5508,2,109.0
5509,2,85.0
5510,4,120.0
5511,4,195.0
5512,2,89.0
5513,2,85.0
5514,2,99.0
5515,4,180.0
5516,2,125.0
5517,4,255.0
5518,2,80.0
5519,6,250.0
5520,3,95.0
5521,1,30.0
5522,2,75.0
5523,4,100.0
5524,2,149.0
5525,2,95.0
5526,2,60.0
5527,2,102.0
5528,2,117.0
5529,4,250.0
5530,3,119.0
5531,2,149.0
5532,4,240.0
5533,2,104.0
5534,2,62.0
5535,2,99.0
5536,2,125.0
5537,2,110.0
5538,2,99.0
5539,4,199.0
5540,2,200.0
5541,2,110.0
5542,2,85.0
5543,2,130.0
5544,2,100.0
5545,2,295.0
5546,4,200.0
5547,4,165.0
5548,2,120.0
5549,2,67.0
5550,2,125.0
5551,2,250.0
5552,4,175.0
5553,4,200.0
5554,4,174.0
5555,2,60.0
5556,2,119.0
5557,2,75.0
5558,4,120.0
5559,7,599.0
5560,2,139.0
5561,2,130.0
5562,2,99.0
5563,2,110.0
5564,2,95.0
5565,2,68.0
5566,2,99.0
5567,4,150.0
5568,4,150.0
5569,2,79.0
5570,2,100.0
5571,1,105.0
5572,2,95.0
5573,4,150.0
5574,2,135.0
5575,2,85.0
5576,2,85.0
5577,2,60.0
5578,6,59.0
5579,4,165.0
5580,2,99.0
5581,4,225.0
5582,4,120.0
5583,2,90.0
5584,2,65.0
5585,4,125.0
5586,2,70.0
5587,2,80.0
5588,2,150.0
5589,2,65.0
5590,2,89.0
5591,2,115.0
5592,2,99.0
5593,2,115.0
5594,2,99.0
5595,2,135.0
5596,4,180.0
5597,4,175.0
5598,2,69.0
5599,2,95.0
5600,2,80.0
5601,3,160.0
5602,4,89.0
5603,3,150.0
5604,2,110.0
5605,2,81.0
