,accommodates,price
1030,4,130.0
1031,4,195.0
1032,2,100.0
1033,2,200.0
1034,2,125.0
1035,2,110.0
1036,3,250.0
1037,2,140.0
1038,3,79.0
1039,2,99.0
1040,2,150.0
1041,4,150.0
1042,3,300.0
1043,4,213.0
1044,4,250.0
1045,2,99.0
1046,4,199.0
1047,4,199.0
1048,3,150.0
1049,2,78.0
1050,2,149.0
1051,2,138.0
1052,2,180.0
1053,4,200.0
1054,2,120.0
1055,4,95.0
1056,3,150.0
1057,2,145.0
1058,2,110.0
1059,3,115.0
1060,4,105.0
1061,2,125.0
1062,2,135.0
1063,4,195.0
1064,2,159.0
1065,2,129.0
1066,2,120.0
1067,2,149.0
1068,4,500.0
1069,2,51.0
1070,2,121.0
1071,2,110.0
1072,2,69.0
1073,2,110.0
1074,2,105.0
1075,2,95.0
1076,2,128.0
1077,2,125.0
1078,2,100.0
1079,4,160.0
1080,2,90.0
1081,2,249.0
1082,2,232.0
1083,4,174.0
1084,2,140.0
1085,4,140.0
1086,2,90.0
1087,2,115.0
1088,2,135.0
1089,2,155.0
1090,2,90.0
1091,4,119.0
1092,2,100.0
1093,2,125.0
1094,2,150.0
1095,4,176.0
1096,2,130.0
1097,3,120.0
1098,2,225.0
1099,2,109.0
1100,4,148.0
1101,2,89.0
1102,2,119.0
1103,2,90.0
1104,2,180.0
1105,4,335.0
1106,2,129.0
1107,4,280.0
1108,2,110.0
1109,3,92.0
1110,4,300.0
1111,2,350.0
1112,2,225.0
1113,7,248.0
1114,4,175.0
1115,2,140.0
1116,4,250.0
1117,4,250.0
1118,4,80.0
1119,4,100.0
1120,3,140.0
1121,2,163.0
1122,2,95.0
1123,2,97.0
1124,2,119.0
1125,2,135.0
1126,3,110.0
1127,4,325.0
1128,4,270.0
1129,4,155.0
1130,4,199.0
1131,2,60.0
1132,2,89.0
1133,2,121.0
1134,4,199.0
1135,2,59.0
1136,4,150.0
1137,2,99.0
1138,4,300.0
1139,2,130.0
1140,5,274.0
1141,4,95.0
1142,2,119.0
1143,3,167.0
1144,2,134.0
1145,2,75.0
1146,2,119.0
1147,2,115.0
1148,2,103.0
1149,3,127.0
1150,4,220.0
1151,2,80.0
1152,2,165.0
1153,3,158.0
1154,3,60.0
1155,3,300.0
1156,2,125.0
1157,2,98.0
1158,2,99.0
1159,2,275.0
1160,2,99.0
1161,4,150.0
1162,2,220.0
1163,2,142.0
1164,4,250.0
1165,2,200.0
1166,3,85.0
1167,2,115.0
1168,2,125.0
1169,2,200.0
1170,2,85.0
1171,3,129.0
1172,2,80.0
1173,2,110.0
1174,3,120.0
1175,3,84.0
1176,2,59.0
1177,4,395.0
1178,4,120.0
1179,4,200.0
1180,4,130.0
1181,2,80.0
1182,3,190.0
1183,4,115.0
1184,2,82.0
1185,4,285.0
1186,4,190.0
1187,4,200.0
1188,2,200.0
1189,4,199.0
1190,2,125.0
1191,2,130.0
1192,2,120.0
1193,3,137.0
1194,4,235.0
1195,4,500.0
1196,4,100.0
1197,3,119.0
1198,2,175.0
1199,2,110.0
1200,2,99.0
1201,2,109.0
1202,2,70.0
1203,3,85.0
1204,2,95.0
1205,2,87.0
1206,6,220.0
1207,4,120.0
1208,2,95.0
1209,2,125.0
1210,4,250.0
1211,4,220.0
1212,2,120.0
1213,3,109.0
1214,2,140.0
1215,4,200.0
1216,3,79.0
1217,2,90.0
1218,6,292.0
1219,2,110.0
1220,2,185.0
1221,3,105.0
1222,2,84.0
1223,2,99.0
1224,5,179.0
1225,2,85.0
1226,4,291.0
1227,2,125.0
1228,2,125.0
1229,4,215.0
1230,3,100.0
1231,2,110.0
1232,4,60.0
1233,2,155.0
1234,4,149.0
1235,3,225.0
1236,4,295.0
1237,2,215.0
1238,2,140.0
1239,4,295.0
1240,4,176.0
1241,2,77.0
1242,2,100.0
1243,2,119.0
1244,2,135.0
1245,2,100.0
1246,4,275.0
1247,4,200.0
1248,4,145.0
1249,2,150.0
1250,1,69.0
1251,2,180.0
1252,2,199.0
1253,2,150.0
1254,2,75.0
1255,2,110.0
1256,4,150.0
1257,2,80.0
1258,4,225.0
1259,4,150.0
1260,2,79.0
1261,2,160.0
1262,3,149.0
1263,2,98.0
1264,4,400.0
1265,4,180.0
1266,2,125.0
1267,4,130.0
1268,4,218.0
1269,4,150.0
1270,2,125.0
1271,4,86.0
1272,2,150.0
1273,2,85.0
1274,2,125.0
1275,2,80.0
1276,2,69.0
1277,4,289.0
1278,2,90.0
1279,2,100.0
1280,4,175.0
1281,2,105.0
1282,2,114.0
1283,2,129.0
1284,2,175.0
1285,2,150.0
1286,4,150.0
1287,4,450.0
1288,1,40.0
1289,2,130.0
1290,4,180.0
1291,2,155.0
1292,2,60.0
1293,4,130.0
1294,5,200.0
1295,4,135.0
1296,2,115.0
1297,4,315.0
1298,2,110.0
1299,2,99.0
1300,2,59.0
1301,2,54.0
1302,2,120.0
1303,2,100.0
1304,3,390.0
1305,2,120.0
1306,2,119.0
1307,2,126.0
1308,6,300.0
1309,6,149.0
1310,5,160.0
1311,3,140.0
1312,4,350.0
1313,2,75.0
1314,2,99.0
1315,2,140.0
1316,2,84.0
1317,2,75.0
1318,2,299.0
1319,4,131.0
1320,4,99.0
1321,2,120.0
1322,2,150.0
1323,4,245.0
1324,2,130.0
1325,2,115.0
1326,4,69.0
1327,2,95.0
1328,1,38.0
1329,4,200.0
1330,2,99.0
1331,4,160.0
1332,2,120.0
1333,2,112.0
1334,4,190.0
1335,2,95.0
1336,2,105.0
1337,3,78.0
1338,2,220.0
1339,6,169.0
1340,2,95.0
1341,4,175.0
1342,3,99.0
1343,1,126.0
1344,2,100.0
1345,3,200.0
1346,4,94.0
1347,2,150.0
1348,4,190.0
1349,4,200.0
1350,4,299.0
1351,6,159.0
1352,4,230.0
1353,2,50.0
1354,3,150.0
1355,2,140.0
1356,2,70.0
1357,4,125.0
1358,5,175.0
1359,5,330.0
1360,2,150.0
1361,2,87.0
1362,2,110.0
1363,2,50.0
1364,4,185.0
1365,2,100.0
1366,4,120.0
1367,2,159.0
1368,2,89.0
1369,2,200.0
1370,4,79.0
1371,2,150.0
1372,3,130.0
1373,2,125.0
1374,4,225.0
1375,4,275.0
1376,2,120.0
1377,2,180.0
1378,4,350.0
1379,2,99.0
1380,2,147.0
1381,2,210.0
1382,3,130.0
1383,4,150.0
1384,2,80.0
1385,2,99.0
1386,3,85.0
1387,2,115.0
1388,2,155.0
1389,4,159.0
1390,1,45.0
1391,4,220.0
1392,2,100.0
1393,2,140.0
1394,2,110.0
1395,3,200.0
1396,2,109.0
1397,6,299.0
1398,4,100.0
1399,2,84.0
1400,2,90.0
1401,2,145.0
1402,2,70.0
1403,3,100.0
1404,4,240.0
1405,5,220.0
1406,2,250.0
1407,2,120.0
1408,2,125.0
1409,2,127.0
1410,4,148.0
1411,2,135.0
1412,2,160.0
1413,2,114.0
1414,10,450.0
1415,4,110.0
1416,2,199.0
1417,2,150.0
1418,4,119.0
1419,4,85.0
1420,2,75.0
1421,16,600.0
1422,2,50.0
1423,16,490.0
1424,2,125.0
1425,2,106.0
1426,3,64.0
1427,6,160.0
1428,4,200.0
1429,3,177.0
1430,8,350.0
1431,2,75.0
1432,2,115.0
1433,2,85.0
1434,4,235.0
1435,6,430.0
1436,10,999.0
1437,8,600.0
1438,2,119.0
1439,2,150.0
1440,2,200.0
1441,2,201.0
1442,2,150.0
1443,4,200.0
1444,4,175.0
1445,3,105.0
1446,4,250.0
1447,2,150.0
1448,4,40.0
1449,4,165.0
1450,2,125.0
1451,4,130.0
1452,4,120.0
1453,2,125.0
1454,4,209.0
1455,2,89.0
1456,2,99.0
1457,2,125.0
1458,2,110.0
1459,3,85.0
1460,2,85.0
1461,2,95.0
1462,2,105.0
1463,2,95.0
1464,4,150.0
1465,4,275.0
1466,2,60.0
1467,2,119.0
1468,4,120.0
1469,3,179.0
1470,16,498.0
1471,2,150.0
1472,2,180.0
1473,2,85.0
1474,4,105.0
1475,2,120.0
1476,4,299.0
1477,4,325.0
1478,2,100.0
1479,4,270.0
1480,2,90.0
1481,2,90.0
1482,2,300.0
1483,4,75.0
1484,2,105.0
1485,2,101.0
1486,2,249.0
1487,4,160.0
1488,4,120.0
1489,6,418.0
1490,2,85.0
1491,2,250.0
1492,2,100.0
1493,3,75.0
1494,4,165.0
1495,8,177.0
1496,3,151.0
1497,2,135.0
1498,2,109.0
1499,2,140.0
1500,2,95.0
1501,2,145.0
1502,4,120.0
1503,4,150.0
1504,2,150.0
1505,2,160.0
1506,4,135.0
1507,2,99.0
1508,4,150.0
1509,2,115.0
1510,2,150.0
1511,2,109.0
1512,2,75.0
1513,3,115.0
1514,4,599.0
1515,4,140.0
1516,2,109.0
1517,2,127.0
1518,4,180.0
1519,6,150.0
1520,6,295.0
1521,2,80.0
1522,2,139.0
1523,2,105.0
1524,2,149.0
1525,2,135.0
1526,6,425.0
1527,4,349.0
1528,5,175.0
1529,2,150.0
1530,4,300.0
1531,3,99.0
1532,4,115.0
1533,4,179.0
1534,2,180.0
1535,2,120.0
1536,4,150.0
1537,2,110.0
1538,2,150.0
1539,2,215.0
1540,2,95.0
1541,4,295.0
1542,8,300.0
1543,4,115.0
1544,2,70.0
1545,4,175.0
1546,4,230.0
1547,2,65.0
1548,4,150.0
1549,4,175.0
1550,3,225.0
1551,4,500.0
1552,1,46.0
1553,2,70.0
1554,4,240.0
1555,2,84.0
1556,2,155.0
1557,2,109.0
1558,2,250.0
1559,2,48.0
1560,2,139.0
1561,2,97.0
1562,3,129.0
1563,4,350.0
1564,3,109.0
1565,2,57.0
1566,2,80.0
1567,2,62.0
1568,4,85.0
1569,5,545.0
1570,2,130.0
1571,4,210.0
1572,2,250.0
1573,2,75.0
1574,4,150.0
1575,2,75.0
1576,4,217.0
1577,2,135.0
1578,2,75.0
1579,2,120.0
1580,4,250.0
1581,4,250.0
1582,2,99.0
1583,2,95.0
1584,3,180.0
1585,2,109.0
1586,4,169.0
1587,2,80.0
1588,2,90.0
1589,2,115.0
1590,6,275.0
1591,4,110.0
1592,6,500.0
1593,2,150.0
1594,2,120.0
1595,2,139.0
1596,2,95.0
1597,5,100.0
1598,2,65.0
1599,2,225.0
1600,2,99.0
1601,2,81.0
1602,4,169.0
1603,2,99.0
1604,2,139.0
1605,4,210.0
1606,2,79.0
1607,4,300.0
1608,4,145.0
1609,3,150.0
1610,2,130.0
1611,2,90.0
1612,2,60.0
1613,7,386.0
1614,2,150.0
1615,2,112.0
1616,2,72.0
1617,4,150.0
1618,2,110.0
1619,5,95.0
1620,4,95.0
1621,2,80.0
1622,6,325.0
1623,5,150.0
1624,2,129.0
1625,4,220.0
1626,4,249.0
1627,4,675.0
1628,2,150.0
1629,4,149.0
1630,4,100.0
1631,2,180.0
1632,3,95.0
1633,5,125.0
1634,4,107.0
1635,2,99.0
1636,2,95.0
1637,2,125.0
1638,4,300.0
1639,4,149.0
1640,4,397.0
1641,2,111.0
1642,4,93.0
1643,2,110.0
1644,2,100.0
1645,4,91.0
1646,2,60.0
1647,2,73.0
1648,2,75.0
1649,2,149.0
1650,4,95.0
1651,2,65.0
1652,2,266.0
1653,2,85.0
1654,2,195.0
1655,2,180.0
1656,6,249.0
1657,2,55.0
1658,2,75.0
1659,3,140.0
1660,5,200.0
1661,2,115.0
