,id,neighbourhood,gebied,gemiddelde WOZ-waarde
3519,1200768,De Baarsjes - Oud-West,E West,428650
3520,1201747,De Baarsjes - Oud-West,E West,428650
3521,1205999,Westerpark,E West,428650
3522,1216457,De Baarsjes - Oud-West,E West,428650
3523,1222520,De Baarsjes - Oud-West,E West,428650
3524,1223171,De Baarsjes - Oud-West,E West,428650
3525,1224695,De Baarsjes - Oud-West,E West,428650
3526,1225622,De Baarsjes - Oud-West,E West,428650
3527,1230116,De Baarsjes - Oud-West,E West,428650
3528,1237542,De Baarsjes - Oud-West,E West,428650
3529,1245360,De Baarsjes - Oud-West,E West,428650
3530,1250716,De Baarsjes - Oud-West,E West,428650
3531,1251811,De Baarsjes - Oud-West,E West,428650
3532,1255919,Westerpark,E West,428650
3533,1262892,De Baarsjes - Oud-West,E West,428650
3534,1264359,De Baarsjes - Oud-West,E West,428650
3535,1265244,De Baarsjes - Oud-West,E West,428650
3536,1267647,Westerpark,E West,428650
3537,1270575,De Baarsjes - Oud-West,E West,428650
3538,1271610,Bos en Lommer,E West,428650
3539,1271700,De Baarsjes - Oud-West,E West,428650
3540,1272352,Bos en Lommer,E West,428650
3541,1277443,Bos en Lommer,E West,428650
3542,1283694,De Baarsjes - Oud-West,E West,428650
3543,1290535,De Baarsjes - Oud-West,E West,428650
3544,1302771,De Baarsjes - Oud-West,E West,428650
3545,1303534,De Baarsjes - Oud-West,E West,428650
3546,1311373,De Baarsjes - Oud-West,E West,428650
3547,1316641,Westerpark,E West,428650
3548,1316861,De Baarsjes - Oud-West,E West,428650
3549,1317487,Bos en Lommer,E West,428650
3550,1322451,De Baarsjes - Oud-West,E West,428650
3551,1323521,Westerpark,E West,428650
3552,1326658,De Baarsjes - Oud-West,E West,428650
3553,1328500,De Baarsjes - Oud-West,E West,428650
3554,1329845,De Baarsjes - Oud-West,E West,428650
3555,1338169,De Baarsjes - Oud-West,E West,428650
3556,1343579,De Baarsjes - Oud-West,E West,428650
3557,1346133,Westerpark,E West,428650
3558,1351697,De Baarsjes - Oud-West,E West,428650
3559,1355528,De Baarsjes - Oud-West,E West,428650
3560,1355777,De Baarsjes - Oud-West,E West,428650
3561,1356142,De Baarsjes - Oud-West,E West,428650
3562,1364013,De Baarsjes - Oud-West,E West,428650
3563,1364674,Bos en Lommer,E West,428650
3564,1366589,Westerpark,E West,428650
3565,1369677,Bos en Lommer,E West,428650
3566,1377662,Bos en Lommer,E West,428650
3567,1378894,Bos en Lommer,E West,428650
3568,1381400,Westerpark,E West,428650
3569,1381448,Westerpark,E West,428650
3570,1384174,De Baarsjes - Oud-West,E West,428650
3571,1387516,Bos en Lommer,E West,428650
3572,1394668,De Baarsjes - Oud-West,E West,428650
3573,1395964,Westerpark,E West,428650
3574,1398007,Westerpark,E West,428650
3575,1400691,Westerpark,E West,428650
3576,1401858,De Baarsjes - Oud-West,E West,428650
3577,1406133,De Baarsjes - Oud-West,E West,428650
3578,1409695,Westerpark,E West,428650
3579,1431572,De Baarsjes - Oud-West,E West,428650
3580,1432378,De Baarsjes - Oud-West,E West,428650
3581,1432499,Westerpark,E West,428650
3582,1435255,De Baarsjes - Oud-West,E West,428650
3583,1440217,De Baarsjes - Oud-West,E West,428650
3584,1447217,Bos en Lommer,E West,428650
3585,1462993,De Baarsjes - Oud-West,E West,428650
3586,1468473,Bos en Lommer,E West,428650
3587,1479060,De Baarsjes - Oud-West,E West,428650
3588,1482851,Westerpark,E West,428650
3589,1484765,De Baarsjes - Oud-West,E West,428650
3590,1485132,De Baarsjes - Oud-West,E West,428650
3591,1492620,Westerpark,E West,428650
3592,1497430,Bos en Lommer,E West,428650
3593,1498527,De Baarsjes - Oud-West,E West,428650
3594,1499280,De Baarsjes - Oud-West,E West,428650
3595,1501539,Bos en Lommer,E West,428650
3596,1501651,Bos en Lommer,E West,428650
3597,1505436,De Baarsjes - Oud-West,E West,428650
3598,1508944,De Baarsjes - Oud-West,E West,428650
3599,1511360,De Baarsjes - Oud-West,E West,428650
3600,1512777,De Baarsjes - Oud-West,E West,428650
3601,1517398,Westerpark,E West,428650
3602,1521776,Bos en Lommer,E West,428650
3603,1524243,De Baarsjes - Oud-West,E West,428650
3604,1525731,De Baarsjes - Oud-West,E West,428650
3605,1527443,Westerpark,E West,428650
3606,1536821,De Baarsjes - Oud-West,E West,428650
3607,1540779,De Baarsjes - Oud-West,E West,428650
3608,1551034,De Baarsjes - Oud-West,E West,428650
3609,1560611,Westerpark,E West,428650
3610,1560951,Westerpark,E West,428650
3611,1566348,De Baarsjes - Oud-West,E West,428650
3612,1567839,De Baarsjes - Oud-West,E West,428650
3613,1579945,De Baarsjes - Oud-West,E West,428650
3614,1585086,Bos en Lommer,E West,428650
3615,1586071,Bos en Lommer,E West,428650
3616,1587473,De Baarsjes - Oud-West,E West,428650
3617,1604158,De Baarsjes - Oud-West,E West,428650
3618,1608463,De Baarsjes - Oud-West,E West,428650
3619,1613972,Westerpark,E West,428650
3620,1618106,Bos en Lommer,E West,428650
3621,1626537,De Baarsjes - Oud-West,E West,428650
3622,1633234,De Baarsjes - Oud-West,E West,428650
3623,1634484,Westerpark,E West,428650
3624,1639079,Bos en Lommer,E West,428650
3625,1644337,Bos en Lommer,E West,428650
3626,1645258,De Baarsjes - Oud-West,E West,428650
3627,1645737,De Baarsjes - Oud-West,E West,428650
3628,1650175,De Baarsjes - Oud-West,E West,428650
3629,1657879,De Baarsjes - Oud-West,E West,428650
3630,1658365,De Baarsjes - Oud-West,E West,428650
3631,1663469,Westerpark,E West,428650
3632,1690339,Bos en Lommer,E West,428650
3633,1704905,Westerpark,E West,428650
3634,1706960,Westerpark,E West,428650
3635,1707937,Westerpark,E West,428650
3636,1713474,De Baarsjes - Oud-West,E West,428650
3637,1714964,De Baarsjes - Oud-West,E West,428650
3638,1721552,De Baarsjes - Oud-West,E West,428650
3639,1729757,De Baarsjes - Oud-West,E West,428650
3640,1730182,Bos en Lommer,E West,428650
3641,1731776,Bos en Lommer,E West,428650
3642,1734582,Bos en Lommer,E West,428650
3643,1734745,De Baarsjes - Oud-West,E West,428650
3644,1742119,De Baarsjes - Oud-West,E West,428650
3645,1743234,De Baarsjes - Oud-West,E West,428650
3646,1746619,Westerpark,E West,428650
3647,1756765,De Baarsjes - Oud-West,E West,428650
3648,1762277,Bos en Lommer,E West,428650
3649,1764862,De Baarsjes - Oud-West,E West,428650
3650,1767048,Bos en Lommer,E West,428650
3651,1771760,Bos en Lommer,E West,428650
3652,1775152,De Baarsjes - Oud-West,E West,428650
3653,1779680,De Baarsjes - Oud-West,E West,428650
3654,1780600,Westerpark,E West,428650
3655,1784609,De Baarsjes - Oud-West,E West,428650
3656,1784824,De Baarsjes - Oud-West,E West,428650
3657,1792271,Westerpark,E West,428650
3658,1798944,Westerpark,E West,428650
3659,1799156,Bos en Lommer,E West,428650
3660,1799799,De Baarsjes - Oud-West,E West,428650
3661,1812581,De Baarsjes - Oud-West,E West,428650
3662,1812912,De Baarsjes - Oud-West,E West,428650
3663,1816161,Westerpark,E West,428650
3664,1818037,Westerpark,E West,428650
3665,1819256,De Baarsjes - Oud-West,E West,428650
3666,1830848,De Baarsjes - Oud-West,E West,428650
3667,1835978,Westerpark,E West,428650
3668,1838958,De Baarsjes - Oud-West,E West,428650
3669,1845443,Westerpark,E West,428650
3670,1851777,De Baarsjes - Oud-West,E West,428650
3671,1860602,De Baarsjes - Oud-West,E West,428650
3672,1860825,Westerpark,E West,428650
3673,1863202,De Baarsjes - Oud-West,E West,428650
3674,1863996,Bos en Lommer,E West,428650
3675,1866565,Westerpark,E West,428650
3676,1878513,Westerpark,E West,428650
3677,1883646,Bos en Lommer,E West,428650
3678,1889863,Westerpark,E West,428650
3679,1896850,De Baarsjes - Oud-West,E West,428650
3680,1917170,De Baarsjes - Oud-West,E West,428650
3681,1917275,De Baarsjes - Oud-West,E West,428650
3682,1919184,De Baarsjes - Oud-West,E West,428650
3683,1933393,Bos en Lommer,E West,428650
3684,1934989,Westerpark,E West,428650
3685,1937458,Bos en Lommer,E West,428650
3686,1938310,Westerpark,E West,428650
3687,1943465,De Baarsjes - Oud-West,E West,428650
3688,1946342,Westerpark,E West,428650
3689,1947039,Bos en Lommer,E West,428650
3690,1948254,Westerpark,E West,428650
3691,1949429,De Baarsjes - Oud-West,E West,428650
3692,1954182,De Baarsjes - Oud-West,E West,428650
3693,1954308,Bos en Lommer,E West,428650
3694,1965216,Westerpark,E West,428650
3695,1967979,De Baarsjes - Oud-West,E West,428650
3696,1968719,Westerpark,E West,428650
3697,1968979,De Baarsjes - Oud-West,E West,428650
3698,1976953,Bos en Lommer,E West,428650
3699,1977828,Bos en Lommer,E West,428650
3700,1983378,De Baarsjes - Oud-West,E West,428650
3701,1985620,De Baarsjes - Oud-West,E West,428650
3702,1986095,Bos en Lommer,E West,428650
3703,2001618,De Baarsjes - Oud-West,E West,428650
3704,2005996,De Baarsjes - Oud-West,E West,428650
3705,2009525,Bos en Lommer,E West,428650
3706,2012931,De Baarsjes - Oud-West,E West,428650
3707,2013450,De Baarsjes - Oud-West,E West,428650
3708,2013769,De Baarsjes - Oud-West,E West,428650
3709,2014705,Bos en Lommer,E West,428650
3710,2016004,De Baarsjes - Oud-West,E West,428650
3711,2025900,Westerpark,E West,428650
3712,2030388,De Baarsjes - Oud-West,E West,428650
3713,2030833,Westerpark,E West,428650
3714,2032713,De Baarsjes - Oud-West,E West,428650
3715,2044583,De Baarsjes - Oud-West,E West,428650
3716,2047323,De Baarsjes - Oud-West,E West,428650
3717,2059560,Westerpark,E West,428650
3718,2063977,De Baarsjes - Oud-West,E West,428650
3719,2071122,De Baarsjes - Oud-West,E West,428650
3720,2073456,Westerpark,E West,428650
3721,2074047,De Baarsjes - Oud-West,E West,428650
3722,2086724,Westerpark,E West,428650
3723,2088473,Bos en Lommer,E West,428650
3724,2107244,De Baarsjes - Oud-West,E West,428650
3725,2117111,De Baarsjes - Oud-West,E West,428650
3726,2122545,De Baarsjes - Oud-West,E West,428650
3727,2125118,De Baarsjes - Oud-West,E West,428650
3728,2126012,De Baarsjes - Oud-West,E West,428650
3729,2130095,De Baarsjes - Oud-West,E West,428650
3730,2130337,De Baarsjes - Oud-West,E West,428650
3731,2132517,De Baarsjes - Oud-West,E West,428650
3732,2146724,De Baarsjes - Oud-West,E West,428650
3733,2148417,Bos en Lommer,E West,428650
3734,2170230,De Baarsjes - Oud-West,E West,428650
3735,2174398,Westerpark,E West,428650
3736,2180355,Bos en Lommer,E West,428650
3737,2180729,De Baarsjes - Oud-West,E West,428650
3738,2186361,Westerpark,E West,428650
3739,2191590,De Baarsjes - Oud-West,E West,428650
3740,2191598,De Baarsjes - Oud-West,E West,428650
3741,2193342,Westerpark,E West,428650
3742,2205757,Westerpark,E West,428650
3743,2205996,De Baarsjes - Oud-West,E West,428650
3744,2206038,Bos en Lommer,E West,428650
3745,2206842,De Baarsjes - Oud-West,E West,428650
3746,2212315,De Baarsjes - Oud-West,E West,428650
3747,2222064,Bos en Lommer,E West,428650
3748,2233122,De Baarsjes - Oud-West,E West,428650
3749,2252380,Westerpark,E West,428650
3750,2305578,De Baarsjes - Oud-West,E West,428650
3751,2309762,De Baarsjes - Oud-West,E West,428650
3752,2323819,Bos en Lommer,E West,428650
3753,2327973,De Baarsjes - Oud-West,E West,428650
3754,2334206,De Baarsjes - Oud-West,E West,428650
3755,2335656,De Baarsjes - Oud-West,E West,428650
3756,2344055,Westerpark,E West,428650
3757,2347301,Westerpark,E West,428650
3758,2354430,De Baarsjes - Oud-West,E West,428650
3759,2382064,De Baarsjes - Oud-West,E West,428650
3760,2388275,De Baarsjes - Oud-West,E West,428650
3761,2389008,Westerpark,E West,428650
3762,2395841,De Baarsjes - Oud-West,E West,428650
3763,2398995,Westerpark,E West,428650
3764,2403258,De Baarsjes - Oud-West,E West,428650
3765,2404640,Westerpark,E West,428650
3766,2405985,Bos en Lommer,E West,428650
3767,2417145,Bos en Lommer,E West,428650
3768,2450249,Westerpark,E West,428650
3769,2457711,De Baarsjes - Oud-West,E West,428650
3770,2464210,De Baarsjes - Oud-West,E West,428650
3771,2469007,De Baarsjes - Oud-West,E West,428650
3772,2472277,Bos en Lommer,E West,428650
3773,2475088,De Baarsjes - Oud-West,E West,428650
3774,2482541,Westerpark,E West,428650
3775,2485053,Bos en Lommer,E West,428650
3776,2490116,Westerpark,E West,428650
3777,2501290,De Baarsjes - Oud-West,E West,428650
3778,2534100,De Baarsjes - Oud-West,E West,428650
3779,2534166,Bos en Lommer,E West,428650
3780,2535007,De Baarsjes - Oud-West,E West,428650
3781,2536927,De Baarsjes - Oud-West,E West,428650
3782,2540900,De Baarsjes - Oud-West,E West,428650
3783,2548617,De Baarsjes - Oud-West,E West,428650
3784,2550571,Westerpark,E West,428650
3785,2556856,Westerpark,E West,428650
3786,2560010,De Baarsjes - Oud-West,E West,428650
3787,2561123,De Baarsjes - Oud-West,E West,428650
3788,2575174,Westerpark,E West,428650
3789,2579698,Bos en Lommer,E West,428650
3790,2584405,De Baarsjes - Oud-West,E West,428650
3791,2598472,De Baarsjes - Oud-West,E West,428650
3792,2623099,De Baarsjes - Oud-West,E West,428650
3793,2623580,Bos en Lommer,E West,428650
3794,2633218,Westerpark,E West,428650
3795,2641417,Bos en Lommer,E West,428650
3796,2647617,Westerpark,E West,428650
3797,2648251,Bos en Lommer,E West,428650
3798,2651452,De Baarsjes - Oud-West,E West,428650
3799,2668398,De Baarsjes - Oud-West,E West,428650
3800,2669821,Westerpark,E West,428650
3801,2682113,Bos en Lommer,E West,428650
3802,2697739,De Baarsjes - Oud-West,E West,428650
3803,2702254,De Baarsjes - Oud-West,E West,428650
3804,2708863,De Baarsjes - Oud-West,E West,428650
3805,2719727,Bos en Lommer,E West,428650
3806,2722090,Westerpark,E West,428650
3807,2726640,Westerpark,E West,428650
3808,2726977,Bos en Lommer,E West,428650
3809,2727439,De Baarsjes - Oud-West,E West,428650
3810,2747704,Bos en Lommer,E West,428650
3811,2749719,Westerpark,E West,428650
3812,2754109,De Baarsjes - Oud-West,E West,428650
3813,2761262,De Baarsjes - Oud-West,E West,428650
3814,2774448,Westerpark,E West,428650
3815,2775470,Bos en Lommer,E West,428650
3816,2787342,Westerpark,E West,428650
3817,2787410,De Baarsjes - Oud-West,E West,428650
3818,2790963,Westerpark,E West,428650
3819,2796590,Westerpark,E West,428650
3820,2797568,De Baarsjes - Oud-West,E West,428650
3821,2800697,De Baarsjes - Oud-West,E West,428650
3822,2800887,De Baarsjes - Oud-West,E West,428650
3823,2807515,De Baarsjes - Oud-West,E West,428650
3824,2817460,Bos en Lommer,E West,428650
3825,2817811,De Baarsjes - Oud-West,E West,428650
3826,2822772,Westerpark,E West,428650
3827,2842697,Westerpark,E West,428650
3828,2851061,Bos en Lommer,E West,428650
3829,2869412,Bos en Lommer,E West,428650
3830,2872433,Westerpark,E West,428650
3831,2880862,De Baarsjes - Oud-West,E West,428650
3832,2891805,Westerpark,E West,428650
3833,2905301,De Baarsjes - Oud-West,E West,428650
3834,2916061,Westerpark,E West,428650
3835,2921938,De Baarsjes - Oud-West,E West,428650
3836,2929338,Westerpark,E West,428650
3837,2933576,Bos en Lommer,E West,428650
3838,2934419,De Baarsjes - Oud-West,E West,428650
3839,2941649,De Baarsjes - Oud-West,E West,428650
3840,2944820,De Baarsjes - Oud-West,E West,428650
3841,2954775,Bos en Lommer,E West,428650
3842,2955804,Westerpark,E West,428650
3843,2957820,Westerpark,E West,428650
3844,2960672,De Baarsjes - Oud-West,E West,428650
3845,2962348,De Baarsjes - Oud-West,E West,428650
3846,2964680,Bos en Lommer,E West,428650
3847,2964891,De Baarsjes - Oud-West,E West,428650
3848,2983689,Westerpark,E West,428650
3849,2986369,De Baarsjes - Oud-West,E West,428650
3850,2994502,De Baarsjes - Oud-West,E West,428650
3851,2996619,De Baarsjes - Oud-West,E West,428650
3852,3017603,Westerpark,E West,428650
3853,3035403,De Baarsjes - Oud-West,E West,428650
3854,3036852,De Baarsjes - Oud-West,E West,428650
3855,3037294,De Baarsjes - Oud-West,E West,428650
3856,3040900,De Baarsjes - Oud-West,E West,428650
3857,3048137,Westerpark,E West,428650
3858,3054700,Bos en Lommer,E West,428650
3859,3073208,De Baarsjes - Oud-West,E West,428650
3860,3078574,De Baarsjes - Oud-West,E West,428650
3861,3081736,Westerpark,E West,428650
3862,3082669,De Baarsjes - Oud-West,E West,428650
3863,3087867,De Baarsjes - Oud-West,E West,428650
3864,3138408,Westerpark,E West,428650
3865,3138594,De Baarsjes - Oud-West,E West,428650
3866,3145498,De Baarsjes - Oud-West,E West,428650
3867,3159807,De Baarsjes - Oud-West,E West,428650
3868,3159928,Bos en Lommer,E West,428650
3869,3165630,De Baarsjes - Oud-West,E West,428650
3870,3167581,Bos en Lommer,E West,428650
3871,3170422,Westerpark,E West,428650
3872,3174700,De Baarsjes - Oud-West,E West,428650
3873,3174970,De Baarsjes - Oud-West,E West,428650
3874,3190329,De Baarsjes - Oud-West,E West,428650
3875,3194778,De Baarsjes - Oud-West,E West,428650
3876,3195674,De Baarsjes - Oud-West,E West,428650
3877,3197890,Bos en Lommer,E West,428650
3878,3206158,Bos en Lommer,E West,428650
3879,3214708,De Baarsjes - Oud-West,E West,428650
3880,3217966,De Baarsjes - Oud-West,E West,428650
3881,3229172,Bos en Lommer,E West,428650
3882,3232023,Bos en Lommer,E West,428650
3883,3237039,De Baarsjes - Oud-West,E West,428650
3884,3245544,De Baarsjes - Oud-West,E West,428650
3885,3248595,Westerpark,E West,428650
3886,3252415,De Baarsjes - Oud-West,E West,428650
3887,3253235,Westerpark,E West,428650
3888,3254077,De Baarsjes - Oud-West,E West,428650
3889,3290970,Bos en Lommer,E West,428650
3890,3294707,Westerpark,E West,428650
3891,3301556,Westerpark,E West,428650
3892,3307814,De Baarsjes - Oud-West,E West,428650
3893,3309733,De Baarsjes - Oud-West,E West,428650
3894,3314391,Westerpark,E West,428650
3895,3317436,Westerpark,E West,428650
3896,3321612,De Baarsjes - Oud-West,E West,428650
3897,3329045,Westerpark,E West,428650
3898,3332625,De Baarsjes - Oud-West,E West,428650
3899,3346374,De Baarsjes - Oud-West,E West,428650
3900,3352657,Bos en Lommer,E West,428650
3901,3352830,De Baarsjes - Oud-West,E West,428650
3902,3359242,De Baarsjes - Oud-West,E West,428650
3903,3365308,De Baarsjes - Oud-West,E West,428650
3904,3367321,De Baarsjes - Oud-West,E West,428650
3905,3376088,De Baarsjes - Oud-West,E West,428650
3906,3381145,De Baarsjes - Oud-West,E West,428650
3907,3383368,De Baarsjes - Oud-West,E West,428650
3908,3388684,De Baarsjes - Oud-West,E West,428650
3909,3407896,Westerpark,E West,428650
3910,3408746,Bos en Lommer,E West,428650
3911,3418684,De Baarsjes - Oud-West,E West,428650
3912,3419746,De Baarsjes - Oud-West,E West,428650
3913,3423547,De Baarsjes - Oud-West,E West,428650
3914,3430456,De Baarsjes - Oud-West,E West,428650
3915,3436072,Westerpark,E West,428650
3916,3436828,Bos en Lommer,E West,428650
3917,3437310,De Baarsjes - Oud-West,E West,428650
3918,3445095,De Baarsjes - Oud-West,E West,428650
3919,3459981,De Baarsjes - Oud-West,E West,428650
3920,3462747,De Baarsjes - Oud-West,E West,428650
3921,3467229,De Baarsjes - Oud-West,E West,428650
3922,3470249,Westerpark,E West,428650
3923,3480325,De Baarsjes - Oud-West,E West,428650
3924,3481494,De Baarsjes - Oud-West,E West,428650
3925,3482881,De Baarsjes - Oud-West,E West,428650
3926,3487507,Bos en Lommer,E West,428650
3927,3492282,De Baarsjes - Oud-West,E West,428650
3928,3496413,Westerpark,E West,428650
3929,3500433,De Baarsjes - Oud-West,E West,428650
3930,3510339,De Baarsjes - Oud-West,E West,428650
3931,3519739,Westerpark,E West,428650
3932,3520642,De Baarsjes - Oud-West,E West,428650
3933,3525634,Westerpark,E West,428650
3934,3526464,Bos en Lommer,E West,428650
3935,3529343,De Baarsjes - Oud-West,E West,428650
3936,3533145,De Baarsjes - Oud-West,E West,428650
3937,3535268,De Baarsjes - Oud-West,E West,428650
3938,3536569,Westerpark,E West,428650
3939,3537461,De Baarsjes - Oud-West,E West,428650
3940,3544468,Bos en Lommer,E West,428650
3941,3556101,Westerpark,E West,428650
3942,3556151,Westerpark,E West,428650
3943,3557029,Bos en Lommer,E West,428650
3944,3565477,Westerpark,E West,428650
3945,3565797,De Baarsjes - Oud-West,E West,428650
3946,3572825,Westerpark,E West,428650
3947,3580919,Bos en Lommer,E West,428650
3948,3580990,De Baarsjes - Oud-West,E West,428650
3949,3581858,De Baarsjes - Oud-West,E West,428650
3950,3590188,Bos en Lommer,E West,428650
3951,3591367,Westerpark,E West,428650
3952,3600245,Bos en Lommer,E West,428650
3953,3604547,Westerpark,E West,428650
3954,3608758,De Baarsjes - Oud-West,E West,428650
3955,3612262,De Baarsjes - Oud-West,E West,428650
3956,3627176,De Baarsjes - Oud-West,E West,428650
3957,3633553,Westerpark,E West,428650
3958,3641710,De Baarsjes - Oud-West,E West,428650
3959,3647329,Westerpark,E West,428650
3960,3649413,De Baarsjes - Oud-West,E West,428650
3961,3650815,De Baarsjes - Oud-West,E West,428650
3962,3652804,De Baarsjes - Oud-West,E West,428650
3963,3658651,Westerpark,E West,428650
3964,3661468,Westerpark,E West,428650
3965,3664192,De Baarsjes - Oud-West,E West,428650
3966,3665423,Bos en Lommer,E West,428650
3967,3665492,De Baarsjes - Oud-West,E West,428650
3968,3702856,De Baarsjes - Oud-West,E West,428650
3969,3705061,Bos en Lommer,E West,428650
3970,3708658,De Baarsjes - Oud-West,E West,428650
3971,3715639,De Baarsjes - Oud-West,E West,428650
3972,3720623,De Baarsjes - Oud-West,E West,428650
3973,3724060,De Baarsjes - Oud-West,E West,428650
3974,3729980,Westerpark,E West,428650
3975,3735239,Bos en Lommer,E West,428650
3976,3736210,Westerpark,E West,428650
3977,3740108,De Baarsjes - Oud-West,E West,428650
3978,3740845,De Baarsjes - Oud-West,E West,428650
3979,3743958,Westerpark,E West,428650
3980,3754415,Bos en Lommer,E West,428650
3981,3755694,De Baarsjes - Oud-West,E West,428650
3982,3757160,De Baarsjes - Oud-West,E West,428650
3983,3757688,Westerpark,E West,428650
3984,3763895,De Baarsjes - Oud-West,E West,428650
3985,3764423,De Baarsjes - Oud-West,E West,428650
3986,3769896,De Baarsjes - Oud-West,E West,428650
3987,3770422,De Baarsjes - Oud-West,E West,428650
3988,3773010,Westerpark,E West,428650
3989,3774247,Westerpark,E West,428650
3990,3780448,De Baarsjes - Oud-West,E West,428650
3991,3780901,Westerpark,E West,428650
3992,3782438,Westerpark,E West,428650
3993,3783232,Bos en Lommer,E West,428650
3994,3785694,De Baarsjes - Oud-West,E West,428650
3995,3786000,De Baarsjes - Oud-West,E West,428650
3996,3790963,Westerpark,E West,428650
3997,3793956,Westerpark,E West,428650
3998,3799447,De Baarsjes - Oud-West,E West,428650
3999,3800029,De Baarsjes - Oud-West,E West,428650
4000,3804795,De Baarsjes - Oud-West,E West,428650
4001,3806661,Bos en Lommer,E West,428650
4002,3814846,De Baarsjes - Oud-West,E West,428650
4003,3827439,De Baarsjes - Oud-West,E West,428650
4004,3835253,De Baarsjes - Oud-West,E West,428650
4005,3841266,De Baarsjes - Oud-West,E West,428650
4006,3847617,De Baarsjes - Oud-West,E West,428650
4007,3849563,De Baarsjes - Oud-West,E West,428650
4008,3850557,De Baarsjes - Oud-West,E West,428650
4009,3856186,Westerpark,E West,428650
4010,3856777,De Baarsjes - Oud-West,E West,428650
4011,3858160,De Baarsjes - Oud-West,E West,428650
4012,3858490,De Baarsjes - Oud-West,E West,428650
4013,3867834,Westerpark,E West,428650
4014,3871631,De Baarsjes - Oud-West,E West,428650
4015,3875056,De Baarsjes - Oud-West,E West,428650
4016,3880031,Bos en Lommer,E West,428650
4017,3885999,Westerpark,E West,428650
4018,3894575,Bos en Lommer,E West,428650
4019,3894585,De Baarsjes - Oud-West,E West,428650
4020,3904809,De Baarsjes - Oud-West,E West,428650
4021,3919154,Bos en Lommer,E West,428650
4022,3919829,De Baarsjes - Oud-West,E West,428650
4023,3922865,Westerpark,E West,428650
4024,3931393,De Baarsjes - Oud-West,E West,428650
4025,3934811,Bos en Lommer,E West,428650
4026,3936474,De Baarsjes - Oud-West,E West,428650
4027,3950707,De Baarsjes - Oud-West,E West,428650
4028,3951251,De Baarsjes - Oud-West,E West,428650
4029,3965685,De Baarsjes - Oud-West,E West,428650
4030,3969582,De Baarsjes - Oud-West,E West,428650
4031,3982319,Westerpark,E West,428650
4032,3996622,De Baarsjes - Oud-West,E West,428650
4033,4003352,Bos en Lommer,E West,428650
4034,4017262,De Baarsjes - Oud-West,E West,428650
4035,4031690,De Baarsjes - Oud-West,E West,428650
4036,4043732,Westerpark,E West,428650
4037,4049420,De Baarsjes - Oud-West,E West,428650
4038,4052340,De Baarsjes - Oud-West,E West,428650
4039,4054356,De Baarsjes - Oud-West,E West,428650
4040,4059685,De Baarsjes - Oud-West,E West,428650
4041,4062732,De Baarsjes - Oud-West,E West,428650
4042,4064519,De Baarsjes - Oud-West,E West,428650
4043,4065532,De Baarsjes - Oud-West,E West,428650
4044,4078976,De Baarsjes - Oud-West,E West,428650
4045,4083016,Westerpark,E West,428650
4046,4086953,Westerpark,E West,428650
4047,4091250,De Baarsjes - Oud-West,E West,428650
4048,4123212,De Baarsjes - Oud-West,E West,428650
4049,4131108,De Baarsjes - Oud-West,E West,428650
4050,4134188,De Baarsjes - Oud-West,E West,428650
4051,4136656,De Baarsjes - Oud-West,E West,428650
4052,4159580,De Baarsjes - Oud-West,E West,428650
4053,4159749,De Baarsjes - Oud-West,E West,428650
4054,4165873,Bos en Lommer,E West,428650
4055,4167562,De Baarsjes - Oud-West,E West,428650
4056,4175545,De Baarsjes - Oud-West,E West,428650
4057,4185598,De Baarsjes - Oud-West,E West,428650
4058,4201169,De Baarsjes - Oud-West,E West,428650
4059,4207178,Bos en Lommer,E West,428650
4060,4209003,De Baarsjes - Oud-West,E West,428650
4061,4210531,De Baarsjes - Oud-West,E West,428650
4062,4213574,De Baarsjes - Oud-West,E West,428650
4063,4213785,Bos en Lommer,E West,428650
4064,4225575,Westerpark,E West,428650
4065,4228438,Westerpark,E West,428650
4066,4228872,Westerpark,E West,428650
4067,4232124,De Baarsjes - Oud-West,E West,428650
4068,4240895,Westerpark,E West,428650
4069,4259226,Westerpark,E West,428650
4070,4259593,Westerpark,E West,428650
4071,4265090,Westerpark,E West,428650
4072,4266835,Westerpark,E West,428650
4073,4284826,Westerpark,E West,428650
4074,4286134,De Baarsjes - Oud-West,E West,428650
4075,4291650,Westerpark,E West,428650
4076,4305969,Westerpark,E West,428650
4077,4308174,Westerpark,E West,428650
4078,4314620,Westerpark,E West,428650
4079,4320870,De Baarsjes - Oud-West,E West,428650
4080,4323054,De Baarsjes - Oud-West,E West,428650
4081,4324481,De Baarsjes - Oud-West,E West,428650
4082,4329449,De Baarsjes - Oud-West,E West,428650
4083,4329770,De Baarsjes - Oud-West,E West,428650
4084,4331251,De Baarsjes - Oud-West,E West,428650
4085,4335978,Westerpark,E West,428650
4086,4339481,De Baarsjes - Oud-West,E West,428650
4087,4340160,De Baarsjes - Oud-West,E West,428650
4088,4347097,Westerpark,E West,428650
4089,4353744,De Baarsjes - Oud-West,E West,428650
4090,4355026,Westerpark,E West,428650
4091,4375947,Bos en Lommer,E West,428650
4092,4376149,Westerpark,E West,428650
4093,4382332,De Baarsjes - Oud-West,E West,428650
4094,4386729,De Baarsjes - Oud-West,E West,428650
4095,4392139,Westerpark,E West,428650
4096,4394905,De Baarsjes - Oud-West,E West,428650
4097,4410942,De Baarsjes - Oud-West,E West,428650
4098,4413032,Westerpark,E West,428650
